RefCode;AtNum;Group;OxSt;Mult;CN;NZ;Rsd;V;S;G3;VCP;RCMTop;PartOmegaOxygen
QOJHOP04;28;E10;2;18;6;5,32;1,272534;8,63171;25,32903;0,08470287;11,16079;0,078454;0,99904
QOJHOP05;28;E10;2;18;6;5,32;1,273225;8,64578;25,3536;0,08469458;11,18266;0,078301;0,998976
QOJHOP06;28;E10;2;18;6;5,33;1,273064;8,64249;25,34824;0,08469895;11,17626;0,078672;0,998995
QOJHOP07;28;E10;2;18;6;5,33;1,272845;8,63805;25,33925;0,08469229;11,17101;0,078335;0,998994
QOJHOP08;28;E10;2;18;6;5,33;1,272991;8,64102;25,34515;0,08470293;11,17555;0,079259;0,999011
QOJHOP09;28;E10;2;18;6;5,33;1,273281;8,64692;25,35498;0,08468984;11,18524;0,078647;0,998963
QOJHOP10;28;E10;2;18;6;5,33;1,273425;8,64985;25,36313;0,0847124;11,18483;0,07924;0,998994
QOJHOP11;28;E10;2;18;6;5,33;1,273235;8,64599;25,35333;0,08468405;11,18384;0,078387;0,998982
QOJHOP12;28;E10;2;18;6;5,33;1,273204;8,64535;25,35378;0,08470206;11,18024;0,079105;0,998998
QOJHOP13;28;E10;2;18;6;5,33;1,272709;8,63528;25,33497;0,08470392;11,16594;0,079359;0,999039
QOJHOP14;28;E10;2;18;6;5,34;1,271787;8,61652;25,30293;0,08472311;11,13525;0,0802;0,999184
QOJHOP15;28;E10;2;18;6;5,34;1,272288;8,6267;25,32042;0,08471471;11,15348;0,080188;0,999146
QOJHOP16;28;E10;2;18;6;5,35;1,272371;8,62839;25,32317;0,08470937;11,15573;0,08006;0,999126
QOJHOP17;28;E10;2;18;6;5,35;1,272722;8,63555;25,33639;0,08470502;11,16588;0,079542;0,999086
QOJHOP18;28;E10;2;18;6;5,34;1,272585;8,63274;25,33045;0,08470039;11,1627;0,079359;0,99908
QOJHOP19;28;E10;2;18;6;5,34;1,272706;8,63521;25,33533;0,08470182;11,16704;0,079565;0,99909
QOJHOP20;28;E10;2;18;6;5,34;1,269886;8,57793;25,23693;0,08477473;11,07476;0,082615;0,999394
QOJHOP21;28;E10;2;18;6;5,36;1,273922;8,65999;25,38223;0,08471265;11,20081;0,079909;0,999049
QOJHOP22;28;E10;2;18;6;5,36;1,273275;8,6468;25,35891;0,08472932;11,18005;0,08066;0,999128
QOJHOP23;28;E10;2;18;6;5,36;1,273275;8,6468;25,35891;0,08472932;11,18005;0,08066;0,999128
QOJHOP24;28;E10;2;18;6;5,29;1,265983;8,49908;25,08771;0,08482667;10,97495;0,083954;0,999577
QOJHOP25;28;E10;2;18;6;5,33;1,26943;8,56869;25,21613;0,08478266;11,06912;0,082122;0,999412
QOJHOP26;28;E10;2;18;6;5,34;1,26728;8,52524;25,1403;0,08478951;10,99802;0,082792;0,999583
QOJHOP27;28;E10;2;18;6;5,34;1,269719;8,57455;25,22768;0,08476945;11,07896;0,082809;0,999448
QOJHOP28;28;E10;2;18;6;5,36;1,271024;8,60101;25,27495;0,08473057;11,11566;0,08118;0,999319
QOJHOP29;28;E10;2;18;6;5,35;1,271033;8,6012;25,27453;0,08472493;11,11688;0,080755;0,999271
QOJHOP30;28;E10;2;18;6;5,35;1,271137;8,6033;25,27823;0,08471767;11,12126;0,080527;0,999254
QOJHOP31;28;E10;2;18;6;5,35;1,270285;8,58603;25,24837;0,08473702;11,09323;0,08135;0,999352
QOJHOP32;28;E10;2;18;6;5,34;1,26638;8,50709;25,10615;0,08479117;10,97257;0,083073;0,999628
QOJHOP33;28;E10;2;18;6;5,38;1,269756;8,5753;25,23292;0,08479431;11,06831;0,083512;0,999546
QOJHOP34;28;E10;2;18;6;5,37;1,269287;8,5658;25,21466;0,08479392;11,05848;0,083777;0,999553
QOJHOP35;28;E10;2;18;6;5,34;1,267136;8,52234;25,13341;0,08477681;10,9953;0,08233;0,999573
QOJHOP36;28;E10;2;18;6;5,35;1,26784;8,53654;25,15985;0,08480691;11,02042;0,084419;0,999598
QOJHOP37;28;E10;2;18;6;5,35;1,270276;8,58584;25,24827;0,08473977;11,09189;0,08115;0,999362
QOJHOP38;28;E10;2;18;6;5,36;1,268937;8,55872;25,20055;0,08475473;11,04931;0,081463;0,999485
QOJHOP39;28;E10;2;18;6;5,35;1,268749;8,55491;25,1924;0,08475063;11,04556;0,081585;0,999501
QOJHOP40;28;E10;2;18;6;5,34;1,266231;8,50408;25,10129;0,08480724;10,96701;0,083944;0,999663
QOJHOP41;28;E10;2;18;6;5,38;1,269418;8,56845;25,22024;0,08480618;11,05825;0,084225;0,999572
QOJHOP42;28;E10;2;18;6;5,37;1,26859;8,55171;25,18868;0,08480745;11,03753;0,084498;0,999594
QOJHOP43;28;E10;2;18;6;5,33;1,265939;8,49819;25,08997;0,08480855;10,96132;0,084157;0,999659
QOJHOP44;28;E10;2;18;6;5,36;1,26732;8,52605;25,14258;0,08480315;10,99313;0,08285;0,999627
QOJHOP45;28;E10;2;18;6;5,36;1,267307;8,52578;25,14157;0,08478654;10,99684;0,083641;0,999644
QOJHOP46;28;E10;2;18;6;5,36;1,270296;8,58626;25,24994;0,08475211;11,09119;0,082261;0,999393
QOJHOP47;28;E10;2;18;6;5,36;1,270296;8,58626;25,24994;0,08475211;11,09119;0,082261;0,999393
QOJHOP48;28;E10;2;18;6;5,36;1,269365;8,56738;25,21646;0,0847784;11,06089;0,083588;0,999482
QOJHOP49;28;E10;2;18;6;5,37;1,27026;8,58551;25,24569;0,08476105;11,08898;0,083799;0,999434
QOJHOP50;28;E10;2;18;6;5,36;1,270025;8,58076;25,23727;0,08475853;11,08362;0,083486;0,999412
QOJHOP51;28;E10;2;18;6;5,34;1,266931;8,51819;25,12381;0,08479536;10,98999;0,084335;0,999586
QOJHOP52;28;E10;2;18;6;5,37;1,272489;8,63079;25,32641;0,08473586;11,15855;0,082119;0,999178
QOJHOP53;28;E10;2;18;6;5,37;1,272505;8,63112;25,32673;0,08473494;11,15921;0,082114;0,999177
QOJHOP54;28;E10;2;18;6;5,33;1,267857;8,53688;25,15706;0,08481182;11,02244;0,085135;0,999479
QOJHOP55;28;E10;2;18;6;5,35;1,27067;8,59384;25,25822;0,08476672;11,10369;0,083638;0,999291
QOJHOP56;28;E10;2;18;6;5,35;1,27067;8,59384;25,25822;0,08476672;11,10369;0,083638;0,999291
QOJHOP57;28;E10;2;18;6;5,36;1,268624;8,5524;25,18441;0,0847424;11,04146;0,082597;0,999427
QOJHOP58;28;E10;2;18;6;5,35;1,268467;8,54921;25,17902;0,08475335;11,03671;0,082827;0,999464
QOJHOP59;28;E10;2;18;6;5,37;1,267153;8,52267;25,13072;0,08475902;10,99607;0,083163;0,999566
QOJHOP60;28;E10;2;18;6;5,36;1,267354;8,52673;25,13534;0,08473704;11,00774;0,081737;0,99951
QOJHOP61;28;E10;2;18;6;5,35;1,266013;8,49968;25,08724;0,08475746;10,96587;0,082394;0,999615
QOJHOP62;28;E10;2;18;6;5,36;1,269142;8,56288;25,20168;0,08473607;11,06346;0,082355;0,999393
QOJHOP63;28;E10;2;18;6;5,36;1,269356;8,5672;25,20874;0,08472838;11,07157;0,08211;0,999374
QOJHOP64;28;E10;2;18;6;5,36;1,268345;8,54674;25,17198;0,08475068;11,03907;0,083338;0,999461
QOJHOP65;28;E10;2;18;6;5,36;1,2702;8,5843;25,23533;0,08468729;11,09884;0,080503;0,999241
QOJHOP66;28;E10;2;18;6;5,36;1,2702;8,5843;25,2353;0,08468729;11,09884;0,080503;0,99924
QOJHOP67;28;E10;2;18;6;5,36;1,2702;8,5843;25,2353;0,08468729;11,09884;0,080503;0,99924
QOJHOP68;28;E10;2;18;6;5,36;1,268849;8,55694;25,18546;0,08470131;11,05914;0,080691;0,999324
QOJHOP69;28;E10;2;18;6;5,36;1,266175;8,50295;25,09026;0,08472594;10,97628;0,081278;0,999564
QOJHOP70;28;E10;2;18;6;5,36;1,265913;8,49767;25,0805;0,08473299;10,96791;0,081827;0,999591
QOJHOP71;28;E10;2;18;6;5,35;1,266265;8,50476;25,09455;0,08474485;10,97599;0,082135;0,999566
QOJHOP72;28;E10;2;18;6;5,35;1,265495;8,48926;25,06685;0,08474824;10,95186;0,081784;0,999617
QOJHOP73;28;E10;2;18;6;5,36;1,268228;8,54439;25,16491;0,08472037;11,03653;0,081608;0,999423
QOJHOP74;28;E10;2;18;6;5,36;1,267453;8,52872;25,13646;0,08472603;11,01369;0,081744;0,999476
QOJHOP75;28;E10;2;18;6;5,35;1,262625;8,43163;24,96206;0,08480203;10,86552;0,084641;0,999772
QOJHOP76;28;E10;2;18;6;5,38;1,265979;8,499;25,0807;0,0847571;10,97067;0,083174;0,999662
QOJHOP77;28;E10;2;18;6;5,38;1,265979;8,499;25,0807;0,0847571;10,97067;0,083174;0,999662
QOJHOP78;28;E10;2;18;6;5,37;1,265245;8,48424;25,05335;0,08476092;10,95089;0,083403;0,999677
QOJHOP79;28;E10;2;18;6;5,35;1,265376;8,48686;25,05868;0,0847299;10,95292;0,081253;0,999595
QOJVIX;30;E12;2;18;6;5,02;1,303114;9,26906;26,58911;0,08557932;11,80664;0,097304;0,996581
QOJVIX03;30;E12;2;18;6;5,01;1,301796;9,24096;26,5385;0,08556089;11,767;0,095938;0,996654
QOJVIX07;30;E12;2;18;6;5,01;1,300958;9,22314;26,51023;0,08560363;11,74387;0,097624;0,996893
QOJVIX13;30;E12;2;18;6;5,02;1,29794;9,15908;26,39693;0,08558198;11,65096;0,095537;0,997222
QOJVIX14;30;E12;2;18;6;5,02;1,297399;9,14764;26,3749;0,08556138;11,6371;0,094756;0,997249
QOJVIX15;30;E12;2;18;6;5,03;1,296076;9,11968;26,32765;0,08558712;11,59299;0,095324;0,997453
QOJVIX19;30;E12;2;18;6;5,03;1,293578;9,06705;26,23789;0,08566918;11,5121;0,098789;0,997752
QOJVIX20;30;E12;2;18;6;5,04;1,29186;9,03099;26,17067;0,08558626;11,46781;0,093914;0,997944
QOJVIX24;30;E12;2;18;6;5,06;1,287498;8,93982;26,00185;0,08555512;11,33582;0,092501;0,998212
QOJVIX26;30;E12;2;18;6;5,07;1,284918;8,88618;25,9024;0,08550984;11,26436;0,08988;0,998497
QOJVIX36;30;E12;2;18;6;5,11;1,276264;8,70784;25,56591;0,08538626;11,00895;0,082477;0,998905
QOJVIX37;30;E12;2;18;6;5,11;1,2758;8,69834;25,54828;0,08539381;10,99658;0,082784;0,998922
QOJVIX38;30;E12;2;18;6;5,12;1,273245;8,64619;25,44451;0,0853428;10,92629;0,080522;0,998879
QOJVIX39;30;E12;2;18;6;5,12;1,272263;8,6262;25,40249;0,08535463;10,89554;0,080491;0,998482
QOJVIX40;30;E12;2;18;6;5,12;1,27236;8,62817;25,40461;0,08534013;10,90249;0,079959;0,998474
QOJVIX41;30;E12;2;18;6;5,12;1,272066;8,62219;25,39394;0,08534615;10,89351;0,080356;0,998502
QOJVIX42;30;E12;2;18;6;5,12;1,271917;8,61916;25,39084;0,08536147;10,88562;0,080375;0,998524
QOJVIX43;30;E12;2;18;6;5,15;1,267648;8,53267;25,22809;0,08528485;10,77095;0,076057;0,999134
QOJVIX44;30;E12;2;18;6;5,15;1,26716;8,52281;25,20509;0,08529444;10,7541;0,076304;0,99879
QOJVIX45;30;E12;2;18;6;5,15;1,266874;8,51705;25,1959;0,08530038;10,74547;0,076242;0,998848
QOJVIX46;30;E12;2;18;6;5,15;1,266874;8,51705;25,1959;0,08530038;10,74547;0,076242;0,998848
QOJVIX47;30;E12;2;18;6;5,19;1,262192;8,42296;25,00014;0,08523274;10,61691;0,072122;0,998478
QOJVIX48;30;E12;2;18;6;5,19;1,262195;8,42301;25,00022;0,08523271;10,61698;0,072122;0,998478
QOJVIX49;30;E12;2;18;6;5,18;1,2615;8,40911;24,97501;0,08522725;10,6015;0,071788;0,998497
QOJVIX50;30;E12;2;18;6;5,19;1,261383;8,40678;24,97263;0,08524895;10,5934;0,072467;0,998521
QOJVIX51;30;E12;2;18;6;5,18;1,261498;8,40909;24,97607;0,08522613;10,60181;0,071363;0,998538
QOJVIX52;30;E12;2;18;6;5,2;1,259315;8,36549;24,89213;0,08522298;10,53778;0,069336;0,99879
QOJVIX53;30;E12;2;18;6;5,2;1,259315;8,36549;24,89213;0,08522298;10,53778;0,069336;0,99879
QOJVIX54;30;E12;2;18;6;5,23;1,257087;8,32116;24,80415;0,08518096;10,48404;0,065298;0,998986
QOJVIX55;30;E12;2;18;6;5,23;1,257087;8,32118;24,80418;0,08518097;10,48405;0,065298;0,998986
QOJVIX56;30;E12;2;18;6;5,23;1,257406;8,32751;24,81326;0,08515507;10,50016;0,06434;0,998963
QOJVIX57;30;E12;2;18;6;5,23;1,257108;8,3216;24,80265;0,08515949;10,49128;0,064546;0,998987
QOJVIX58;30;E12;2;18;6;5,26;1,2535;8,25015;24,66608;0,08515221;10,39321;0,062891;0,999326
QOJVIX59;30;E12;2;18;6;5,27;1,251933;8,21925;24,60614;0,0851512;10,34928;0,061138;0,999426
QOJVIX60;30;E12;2;18;6;5,29;1,2499;8,17926;24,5348;0,08518759;10,28502;0,060577;0,999594
QOJVIX61;30;E12;2;18;6;5,29;1,249899;8,17925;24,53473;0,08518758;10,28501;0,060576;0,999594
QOJVIX62;30;E12;2;18;6;5,3;1,248382;8,14951;24,48056;0,08522043;10,23313;0,059966;0,999669
QOJVIX63;30;E12;2;18;6;5,32;1,247731;8,13676;24,46209;0,08526842;10,19506;0,057312;0,999717
QOJVIX64;30;E12;2;18;6;5,32;1,247432;8,13092;24,45154;0,08527248;10,18618;0,05738;0,999734
QOJVIX65;30;E12;2;18;6;5,38;1,242667;8,03809;24,28677;0,08554334;9,95135;0,051143;0,999941
QOJVIX66;30;E12;2;18;6;5,38;1,242941;8,04341;24,29998;0,08557507;9,94656;0,051652;0,999934
QOJVIX67;30;E12;2;18;6;5,36;1,245484;8,09288;24,36088;0,08554328;10,06084;0,066498;0,999239
QOJVIX68;30;E12;2;18;6;5,36;1,245484;8,09288;24,36088;0,08554328;10,06084;0,066498;0,999239
QOJVIX69;30;E12;2;18;6;5,36;1,245484;8,09288;24,36088;0,08554328;10,06084;0,066498;0,999239
QOJVIX70;30;E12;2;18;6;5,36;1,245664;8,09639;24,36769;0,08554522;10,06301;0,066278;0,999219
QOJVIX71;30;E12;2;18;6;5,36;1,244349;8,07078;24,31496;0,08557132;10,03824;0,071227;0,999162
QOJVIX72;30;E12;2;18;6;5,37;1,24459;8,07547;24,32285;0,08557534;10,04257;0,071668;0,999162
QOJVIX73;30;E12;2;18;6;5,37;1,24459;8,07547;24,32285;0,08557534;10,04257;0,071668;0,999162
QOJVIX74;30;E12;2;18;6;5,37;1,24459;8,07547;24,32285;0,08557534;10,04257;0,071668;0,999162
QOJVIX75;30;E12;2;18;6;5,37;1,24459;8,07547;24,32285;0,08557534;10,04257;0,071668;0,999162
QOJVIX76;30;E12;2;18;6;5,37;1,24459;8,07547;24,32285;0,08557534;10,04257;0,071668;0,999162
QOJVIX77;30;E12;2;18;6;5,37;1,24459;8,07547;24,32285;0,08557534;10,04257;0,071668;0,999162
QOJVIX78;30;E12;2;18;6;5,37;1,24459;8,07547;24,32285;0,08557534;10,04257;0,071668;0,999162
QOJVIX79;30;E12;2;18;6;5,37;1,24459;8,07547;24,32285;0,08557534;10,04257;0,071668;0,999162
QOJVIX80;30;E12;2;18;6;5,36;1,244081;8,06556;24,30627;0,08557789;10,0294;0,071217;0,999192
QOJVIX81;30;E12;2;18;6;5,37;1,244322;8,07024;24,31416;0,08558192;10,03372;0,071658;0,999192
QOJVIX82;30;E12;2;18;6;5,36;1,244081;8,06556;24,30627;0,08557789;10,0294;0,071217;0,999192
QOJVIX83;30;E12;2;18;6;5,37;1,244322;8,07024;24,31416;0,08558192;10,03372;0,071658;0,999192
QOJVIX84;30;E12;2;18;6;5,37;1,244322;8,07024;24,31416;0,08558192;10,03372;0,071658;0,999192
QOJVIX85;30;E12;2;18;6;5,36;1,244023;8,06443;24,304;0,08557663;10,02812;0,071102;0,999192
QOJVIX86;30;E12;2;18;6;5,35;1,242746;8,03963;24,25654;0,0856194;9,9971;0,075189;0,999202
QOJVIX87;30;E12;2;18;6;5,35;1,242715;8,03902;24,2553;0,08561993;9,99586;0,075043;0,999198
QOJVIX88;30;E12;2;18;6;5,35;1,242715;8,03902;24,2553;0,08561993;9,99586;0,075043;0,999198
QOJVIX89;30;E12;2;18;6;5,35;1,242715;8,03902;24,2553;0,08561993;9,99586;0,075043;0,999198
QOJVIX90;30;E12;2;18;6;5,35;1,242715;8,03902;24,2553;0,08561993;9,99586;0,075043;0,999198
QOJVIX91;30;E12;2;18;6;5,35;1,242715;8,03903;24,25533;0,08561995;9,99588;0,075043;0,999198
QOJVIX92;30;E12;2;18;6;5,35;1,242715;8,03903;24,25533;0,08561995;9,99588;0,075043;0,999198
QOJVIX93;30;E12;2;18;6;5,35;1,242715;8,03903;24,25533;0,08561995;9,99588;0,075043;0,999198
QOJVIX94;30;E12;2;18;6;5,35;1,242715;8,03902;24,2553;0,08561993;9,99586;0,075043;0,999198
QOJVIX95;30;E12;2;18;6;5,35;1,242715;8,03902;24,2553;0,08561993;9,99586;0,075043;0,999198
QOJYAS;28;E10;2;18;6;5,28;1,271475;8,61017;25,28543;0,0846528;11,13537;0,073435;0,998915
QOJYAS01;28;E10;2;18;6;5,28;1,271453;8,60973;25,28467;0,08465269;11,13459;0,073363;0,998912
QOJYAS02;28;E10;2;18;6;5,29;1,271188;8,60435;25,27528;0,08465986;11,12585;0,073735;0,998953
QOJYAS03;28;E10;2;18;6;5,28;1,271772;8,61621;25,29547;0,08464428;11,14533;0,072948;0,998863
QOJYAS04;28;E10;2;18;6;5,29;1,271933;8,61948;25,3021;0,08464604;11,14887;0,073194;0,998863
QOJYAS05;28;E10;2;18;6;5,28;1,272017;8,62118;25,30552;0,08464909;11,15136;0,073417;0,998859
QOJYAS06;28;E10;2;18;6;5,29;1,272282;8,62658;25,31608;0,08466005;11,15776;0,073991;0,99886
QOJYAS07;28;E10;2;18;6;5,29;1,27226;8,62613;25,31496;0,08465455;11,15593;0,073559;0,998857
QOJYAS08;28;E10;2;18;6;5,29;1,272067;8,62222;25,30881;0,08466752;11,14984;0,074379;0,998902
QOJYAS09;28;E10;2;18;6;5,29;1,272241;8,62574;25,31381;0,08465747;11,1572;0,074192;0,99888
QOJYAS10;28;E10;2;18;6;5,29;1,272265;8,62624;25,31449;0,08465699;11,15786;0,074275;0,998875
QOJYAS11;28;E10;2;18;6;5,3;1,272618;8,63342;25,32773;0,08465981;11,16668;0,074618;0,998879
QOJYAS12;28;E10;2;18;6;5,3;1,272551;8,63206;25,32648;0,0846714;11,16253;0,075153;0,998899
QOJYAS13;28;E10;2;18;6;5,3;1,27268;8,63468;25,3313;0,08467275;11,16608;0,075435;0,998894
QOJYAS14;28;E10;2;18;6;5,3;1,272618;8,63341;25,32907;0,08467216;11,16389;0,07532;0,998894
QOJYAS15;28;E10;2;18;6;5,3;1,272974;8,64067;25,3413;0,08466456;11,17616;0,075082;0,998845
QOJYAS16;28;E10;2;18;6;5,31;1,272784;8,6368;25,33531;0,08467326;11,1692;0,075758;0,998898
QOJYAS17;28;E10;2;18;6;5,3;1,27318;8,64486;25,34846;0,08465849;11,18567;0,075326;0,998828
QOJYAS18;28;E10;2;18;6;5,3;1,272928;8,63974;25,3398;0,08466382;11,17461;0,075019;0,998849
QOJYAS19;28;E10;2;18;6;5,31;1,272685;8,63478;25,33127;0,08467214;11,16589;0,075452;0,998889
QOJYAS20;28;E10;2;18;6;5,3;1,272777;8,63665;25,33549;0,08467671;11,16952;0,075995;0,998893
QOJYAS21;28;E10;2;18;6;5,31;1,272929;8,63974;25,34135;0,0846815;11,17412;0,076423;0,9989
QOJYAS22;28;E10;2;18;6;5,31;1,272823;8,63758;25,33729;0,08468315;11,17204;0,076689;0,998921
QOJYAS23;28;E10;2;18;6;5,31;1,273405;8,64945;25,35937;0,08468263;11,18953;0,077178;0,998901
QOJYAS24;28;E10;2;18;6;5,31;1,273394;8,64921;25,35853;0,08468238;11,18935;0,077328;0,998896
QOLFOP;30;E12;2;18;6;5,02;1,284885;8,8855;25,90802;0,08574872;11,28959;0,108826;0,99817
QOLFOP01;30;E12;2;18;6;5,01;1,285195;8,89192;25,92257;0,08576921;11,29653;0,109669;0,998231
QOLFOP02;30;E12;2;18;6;5,02;1,284766;8,88302;25,90728;0,08579159;11,27736;0,110614;0,998194
QOLFOP03;30;E12;2;18;6;5,02;1,284578;8,87913;25,90081;0,08577401;11,27336;0,109737;0,998277
QOLFOP04;30;E12;2;18;6;5,02;1,284261;8,87254;25,88844;0,08579127;11,26343;0,110594;0,998256
QOLFOP05;30;E12;2;18;6;5,01;1,284646;8,88052;25,90552;0,08577862;11,27858;0,109996;0,998323
QOLFOP06;30;E12;2;18;6;5,01;1,284968;8,88722;25,91683;0,08574142;11,29256;0,108159;0,998379
QOLFOP07;30;E12;2;18;6;5,01;1,285762;8,9037;25,94677;0,08570996;11,31748;0,10647;0,998417
QOLFOP08;30;E12;2;18;6;5,01;1,284861;8,88499;25,91145;0,08572238;11,28909;0,107304;0,998398
QOLFOP09;30;E12;2;18;6;5,01;1,284592;8,87942;25,90228;0,08574;11,27837;0,107693;0,998375
QOLFOP10;30;E12;2;18;6;5,01;1,284123;8,86969;25,88333;0,08571788;11,26604;0,106703;0,998396
QOLFOP11;30;E12;2;18;6;5,01;1,283788;8,86276;25,87042;0,08572616;11,25621;0,107265;0,998409
QOLFOP12;30;E12;2;18;6;5,01;1,283555;8,85793;25,86099;0,08571515;11,25009;0,106771;0,998419
QOLFOP13;30;E12;2;18;6;5,01;1,2831;8,8485;25,84578;0,08573545;11,23312;0,107346;0,998452
QOLFOP14;30;E12;2;18;6;5,01;1,283076;8,84801;25,84449;0,08573646;11,233;0,107401;0,998456
QOLFOP15;30;E12;2;18;6;5,01;1,28299;8,84623;25,84091;0,08573367;11,23035;0,1073;0,998445
QOLFOP16;30;E12;2;18;6;5,01;1,283538;8,85757;25,86191;0,08573003;11,24766;0,107113;0,998462
QOLFOP17;30;E12;2;18;6;5,01;1,28273;8,84085;25,83072;0,0857224;11,22326;0,106404;0,99845
QOLFOP18;30;E12;2;18;6;5,01;1,282363;8,83328;25,81644;0,0857316;11,21164;0,106942;0,998444
QOLFOP19;30;E12;2;18;6;4,98;1,286744;8,92411;25,983;0,08569729;11,34411;0,104624;0,998315
QOLFOP20;30;E12;2;18;6;4,98;1,286115;8,91103;25,95915;0,08570265;11,32529;0,104862;0,998337
QOLFOP21;30;E12;2;18;6;4,98;1,285847;8,90545;25,94873;0,08571147;11,31675;0,105462;0,99835
QOLFOP22;30;E12;2;18;6;4,98;1,285576;8,89984;25,93942;0,08572699;11,30609;0,105838;0,998333
QOLFOP23;30;E12;2;18;6;4,98;1,285169;8,89139;25,92012;0,08571129;11,29792;0,105599;0,998255
QOLFOP24;30;E12;2;18;6;4,98;1,284482;8,87712;25,89399;0,08570897;11,27546;0,105102;0,998254
QOLFOP25;30;E12;2;18;6;4,99;1,283957;8,86626;25,87358;0,08571485;11,25943;0,10549;0,998241
QOLFOP26;30;E12;2;18;6;4,99;1,282044;8,82668;25,80007;0,08573007;11,20057;0,106135;0,998257
QOLFOP27;30;E12;2;18;6;4,99;1,28203;8,82639;25,80115;0,08573995;11,20342;0,106607;0,998341
QOLFOP28;30;E12;2;18;6;5;1,281523;8,81592;25,78106;0,08573854;11,18821;0,106716;0,998341
QOLFOP29;30;E12;2;18;6;5;1,28136;8,81255;25,7746;0,08572939;11,18338;0,106344;0,998353
QOLFOP30;30;E12;2;18;6;5;1,280694;8,79882;25,74974;0,08572261;11,16349;0,105757;0,998417
QOLFOP31;30;E12;2;18;6;5;1,280767;8,80033;25,75343;0,08571437;11,16752;0,105327;0,998457
QOLFOP32;30;E12;2;18;6;5;1,280282;8,79034;25,73552;0,08574137;11,14922;0,106416;0,998407
QOLFOP33;30;E12;2;18;6;5;1,280278;8,79026;25,73652;0,08573369;11,15111;0,105792;0,998501
QOLFOP34;30;E12;2;18;6;5;1,27995;8,7835;25,72247;0,08572049;11,14108;0,105171;0,998475
QOLFOP35;30;E12;2;18;6;5,01;1,279685;8,77805;25,71147;0,08571163;11,13516;0,10516;0,998491
QOLFOP36;30;E12;2;18;6;5,01;1,279696;8,77827;25,71339;0,08570109;11,13492;0,10405;0,998539
QOLFOP37;30;E12;2;18;6;5,01;1,278874;8,76137;25,68092;0,08568339;11,11074;0,103014;0,998556
QOLFOP38;30;E12;2;18;6;5,01;1,279079;8,76559;25,68793;0,08566559;11,11985;0,102303;0,998566
QOLFOP39;30;E12;2;18;6;5,01;1,278366;8,75093;25,66157;0,08568333;11,09618;0,102891;0,998557
QOLFOP40;30;E12;2;18;6;5,01;1,2795;8,77423;25,70297;0,08562932;11,13428;0,100151;0,998597
QOLFOP41;30;E12;2;18;6;5,01;1,278992;8,76378;25,68316;0,08562851;11,1191;0,100268;0,998609
QOMGEH;20;E2;2;4;7;6,25;1,434178;12,35656;30,80081;0,08201247;21,22348;0,017197;0,970823
QONKIQ;30;E12;2;18;6;5,01;1,28916;8,97447;26,09659;0,08601495;11,40146;0,119005;0,998554
QONKIQ01;30;E12;2;18;6;5,01;1,289286;8,9771;26,10106;0,0860214;11,4045;0,119333;0,998516
QONKIQ02;30;E12;2;18;6;5,02;1,288899;8,96903;26,08547;0,08604366;11,39054;0,120303;0,998462
QONKIQ03;30;E12;2;18;6;5,02;1,28854;8,96153;26,07223;0,08605281;11,37675;0,120402;0,998412
QONKIQ04;30;E12;2;18;6;5,01;1,288722;8,96532;26,07838;0,08607444;11,38103;0,121344;0,998317
QONKIQ05;30;E12;2;18;6;5,01;1,288756;8,96604;26,07838;0,08608832;11,38213;0,122037;0,998234
QONKIQ06;30;E12;2;18;6;5,02;1,288615;8,9631;26,07229;0,08610471;11,37618;0,12303;0,998193
QONKIQ07;30;E12;2;18;6;5,02;1,288296;8,95644;26,06029;0,08609223;11,36605;0,12221;0,998231
QONKIQ08;30;E12;2;18;6;5,01;1,287916;8,94853;26,04617;0,08609001;11,3568;0,121978;0,998218
QONKIQ09;30;E12;2;18;6;5,01;1,287531;8,94049;26,03195;0,08612473;11,34013;0,123278;0,998141
QONKIQ10;30;E12;2;18;6;5,01;1,287591;8,94175;26,03618;0,08613625;11,34202;0,123648;0,998217
QONKIQ11;30;E12;2;18;6;5,01;1,287557;8,94105;26,03437;0,0861468;11,34055;0,12408;0,998158
QONKIQ12;30;E12;2;18;6;5;1,287627;8,9425;26,03692;0,08615616;11,34308;0,124419;0,998149
QONKIQ13;30;E12;2;18;6;5,01;1,287077;8,93105;26,01388;0,08612574;11,32657;0,123166;0,998137
QONKIQ14;30;E12;2;18;6;5,01;1,287209;8,93378;26,019;0,08613455;11,32981;0,12355;0,998117
QONKIQ15;30;E12;2;18;6;5;1,287572;8,94134;26,03466;0,08614629;11,33933;0,123942;0,998146
QONKIQ16;30;E12;2;18;6;5,01;1,287382;8,93739;26,02681;0,08613393;11,33445;0,12349;0,998157
QONKIQ17;30;E12;2;18;6;5;1,287173;8,93305;26,01717;0,08616736;11,32842;0,125352;0,998058
QONKIQ18;30;E12;2;18;6;5,01;1,286765;8,92454;26,00156;0,08617414;11,31135;0,125299;0,99803
QONKIQ19;30;E12;2;18;6;5,01;1,286515;8,91935;25,99133;0,08615981;11,30502;0,12474;0,998041
QONKIQ20;30;E12;2;18;6;5,01;1,286147;8,91169;25,9761;0,08616434;11,29322;0,125198;0,998016
QONKIQ21;30;E12;2;18;6;5;1,285931;8,90722;25,96988;0,08617119;11,28855;0,125123;0,998052
